This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"81-0021","07D5002--SFW",-121.8978,37.5917,67,"HDSC","148534"
"81-0023","07D5004--SFW",-121.8458,37.5752,137,"HDSC","148535"
"81-0024","07D5005--SFW",-121.8221,37.4937,245,"HDSC","148536"
"81-0025","07D5006--109",-121.4877,37.3750,671,"HDSC","148537"
"81-0029","07D6004--24-",-121.6820,37.6952,209,"HDSC","148538"
"81-0030","07D6005--32-",-121.9433,37.6966,137,"HDSC","148539"
"81-0037","12D4002--81A",-122.1236,37.7311,69,"HDSC","148540"
"81-0038","13D1001--81B",-122.1755,37.7230,5,"HDSC","148541"
"81-0055","TURNER CT; H",-122.0979,37.6477,18,"HDSC","148544"
"81-0060","78A_MEAD_WY_",-122.0639,37.6756,93,"HDSC","148545"
"81-0068","LAFRES_122",-122.1398,37.8847,143,"HDSC","148546"
"82-0201","SANTIAGO PEA",-117.5331,33.7108,1725,"HDSC","148547"
"83-6009","BIG BASIN WA",-122.0489,37.2518,188,"HDSC","148593"
"83-6010","BLACK ROAD",-122.0434,37.2090,571,"HDSC","148594"
"83-6014","CAMPBELL WAT",-121.9600,37.2874,60,"HDSC","148595"
"83-6015","CASTRO VALLE",-121.6043,36.9584,202,"HDSC","148596"
"83-6017","COE PARK",-121.5457,37.1866,793,"HDSC","148597"
"83-6020","COX AVENUE",-122.0199,37.2821,101,"HDSC","148598"
"83-6021","COYOTE RESER",-121.5509,37.1158,247,"HDSC","148599"
"83-6022","CUPERTINO WA",-122.0546,37.3227,103,"HDSC","148600"
"83-6023","CURTNER RANC",-121.8778,37.4672,203,"HDSC","148601"
"83-6024","DAHL RANCH",-122.1761,37.3414,557,"HDSC","148602"
"83-6032","GUADALUPE RE",-121.8838,37.2004,167,"HDSC","148604"
"83-6038","LAKE ELSMAN",-121.9312,37.1298,353,"HDSC","148605"
"83-6039","LAKE KITTRID",-122.0130,37.1895,421,"HDSC","148606"
"83-6052","MAIN STATION",-121.8977,37.3317,26,"HDSC","148608"
"83-6054","MIGUELITO",-121.8133,37.3862,141,"HDSC","148609"
"83-6055","MILLBERRY",-121.9177,37.1172,563,"HDSC","148610"
"83-6056","MILPITAS (SI",-121.8677,37.4361,66,"HDSC","148611"
"83-6057","EVERGREEN (M",-121.7777,37.3158,83,"HDSC","148612"
"83-6083","SUNNYVALE",-122.0086,37.3788,18,"HDSC","148613"
"83-6085","SAN FRANCISC",-122.3844,37.6166,2,"HDSC","148614"
"83-6086","CITY OF SAN",-121.9038,37.3416,24,"HDSC","148615"
"83-6088","SAN MARTIN (",-121.5555,37.0766,119,"HDSC","148616"
"83-6094","SARATOGA GAP",-122.1261,37.2694,684,"HDSC","148617"
"83-6097","SEVEN MILE R",-121.9577,37.2477,96,"HDSC","148618"
"83-6100","STEVENS CREE",-122.0937,37.3026,334,"HDSC","148619"
"83-6102","UTC",-121.6905,37.2338,270,"HDSC","148620"
"85-0006","MT DIABLO PE",-121.9183,37.8800,1125,"HDSC","148625"
"85-0007","FLOOD CONTRO",-122.0850,37.9875,49,"HDSC","148626"
"85-0013","RODEO FIRE",-122.2700,38.0350,9,"HDSC","148632"
"85-0014","ST MARY'S CO",-122.1067,37.8417,189,"HDSC","148633"
"90-0005","ANZA",-116.6750,33.5514,1193,"HDSC","148638"
"90-0011","BANNING BENC",-116.9117,33.9722,1097,"HDSC","148639"
"90-0034","CATHEDRAL CI",-116.4575,33.7814,87,"HDSC","148641"
"90-0035","CHASE & TAYL",-117.5744,33.8450,322,"HDSC","148642"
"90-0057","DES HOT SPR",-116.4944,33.9675,372,"HDSC","148643"
"90-0062","EL CARISO GU",-117.4131,33.6506,811,"HDSC","148644"
"90-0089","HURKEY CREEK",-116.6797,33.6756,1338,"HDSC","148645"
"90-0090","IDYLLWILD NW",-116.7144,33.7472,1645,"HDSC","148646"
"90-0102","LAKE MATHEWS",-117.4542,33.8528,427,"HDSC","148647"
"90-0124","MORENO EAST",-117.1372,33.9408,561,"HDSC","148648"
"90-0151","PERRIS RESER",-117.1958,33.8644,495,"HDSC","148649"
"90-0155","PIGEON PASS",-117.2689,33.9878,582,"HDSC","148651"
"90-0178","RIVERSIDE NO",-117.3778,34.0028,244,"HDSC","148653"
"90-0199","SANTA ROSA P",-117.2875,33.5047,622,"HDSC","148655"
"90-0216","TACHEVAH DAM",-116.5578,33.8319,177,"HDSC","148657"
"90-0217","TEMECULA NWS",-117.1492,33.4967,311,"HDSC","148658"
"90-0222","THOUSAND PAL",-116.3928,33.8200,73,"HDSC","148659"
"90-0224","TRAMWAY VALL",-116.6125,33.8369,823,"HDSC","148660"
"90-0233","WHITEWATER N",-116.6556,33.9897,671,"HDSC","148661"
"90-0248","WINCHESTER",-117.0900,33.7069,447,"HDSC","148662"
"90-0250","WOODCREST",-117.3503,33.8847,475,"HDSC","148663"
"92-0036","ESCONDIDO",-117.0883,33.1228,195,"HDSC","148678"
"92-0037","WOHLFORD DAM",-117.0031,33.1664,451,"HDSC","148679"
"92-0210","BLOSSOM VALL",-116.8500,32.8667,274,"HDSC","148720"
"92-0240","BONITA ALLEN",-117.0333,32.6561,37,"HDSC","148721"
"92-0270","BORREGO C.R.",-116.3347,33.2214,152,"HDSC","148722"
"92-0510","CHOLLAS RESE",-117.0667,32.7333,131,"HDSC","148724"
"92-0600","CORONADO",-117.1667,32.6889,8,"HDSC","148725"
"92-0745","DEL MAR",-117.2628,33.0008,3,"HDSC","148726"
"92-0755","DE LUZ",-117.3167,33.4500,143,"HDSC","148727"
"92-0900","EL CAPITAN D",-116.8069,32.8822,235,"HDSC","148728"
"92-1080","FALLBROOK FI",-117.2481,33.3833,184,"HDSC","148731"
"92-1190","HEISE COUNTY",-116.5833,33.0333,1280,"HDSC","148732"
"92-1230","HODGES DAM",-117.1028,33.0681,100,"HDSC","148734"
"92-1320","JACUMBA",-116.1833,32.6167,853,"HDSC","148736"
"92-1410","KEARNY MESA",-117.1244,32.8131,130,"HDSC","148738"
"92-1470","LA JOLLA",-117.2667,32.8500,61,"HDSC","148739"
"92-1590","LAKESIDE 2E",-116.8833,32.8500,210,"HDSC","148740"
"92-1710","LOVELAND RES",-116.7833,32.7833,436,"HDSC","148741"
"92-1800","MECCA",-116.0500,33.5333,55,"HDSC","148742"
"92-1830","MIRAMAR DAM",-117.1000,32.9167,220,"HDSC","148743"
"92-1840","MIRAMAR MCAS",-117.1333,32.8667,140,"HDSC","148744"
"92-1920","MORENA RESER",-116.5167,32.6833,937,"HDSC","148746"
"92-2010","MURRAY RESER",-117.0472,32.7819,176,"HDSC","148748"
"92-2050","OAK GROVE F.",-116.7833,33.3833,839,"HDSC","148749"
"92-2140","OLIVENHAIN",-117.2667,33.0500,67,"HDSC","148750"
"92-2150","OTAY RANCH",-116.9833,32.6388,152,"HDSC","148751"
"92-2160","LOWER OTAY R",-116.9272,32.6092,165,"HDSC","148752"
"92-2190","UPPER OTAY R",-116.9333,32.6500,180,"HDSC","148753"
"92-2310","PECHSTEIN RE",-117.1833,33.1833,253,"HDSC","148754"
"92-2430","POTRERO COUN",-116.6167,32.6167,732,"HDSC","148755"
"92-2460","POWAY C.R.S.",-117.0628,32.9494,134,"HDSC","148756"
"92-2550","PUERTA LA CR",-116.6847,33.3128,892,"HDSC","148757"
"92-2820","SAN DIEGO NW",-117.1700,32.7136,19,"HDSC","148759"
"92-2850","SAN DIEGUITO",-117.2333,33.0000,98,"HDSC","148760"
"92-2880","SAN DIEGUITO",-117.2000,33.0333,76,"HDSC","148761"
"92-3121","SAN PASQUAL",-116.9500,33.0833,177,"HDSC","148762"
"92-3150","SAN VICENTE",-116.9264,32.9153,207,"HDSC","148763"
"92-3180","SAWDAY RANCH",-116.4833,32.7500,975,"HDSC","148764"
"92-3195","SCRIPPS PIER",-117.2500,32.8667,8,"HDSC","148765"
"92-3210","SHOP",-116.6967,33.2756,853,"HDSC","148766"
"92-3270","SUTHERLAND D",-116.7889,33.1181,774,"HDSC","148767"
"92-3300","SWEETWATER R",-117.0000,32.6833,94,"HDSC","148768"
"92-3360","TEN INCH WEI",-116.7336,33.2822,834,"HDSC","148769"
"92-3450","V NOTCH WEIR",-116.7114,33.2433,843,"HDSC","148770"
"92-3624","WARNER RANCH",-116.6656,33.2425,870,"HDSC","148772"
"92-3648","W FORK SAN L",-116.7483,33.2833,850,"HDSC","148774"
"93-0003","CAMARILLO-SP",-119.0687,34.2047,22,"HDSC","148788"
"93-0017","HUENEME LIGH",-119.2096,34.1453,3,"HDSC","148790"
"93-0018","SANTA PAULA-",-119.1309,34.3317,90,"HDSC","148791"
"93-0020","RANCHO MATIL",-119.3142,34.4283,198,"HDSC","148792"
"93-0025","PIRU-NEWHALL",-118.7233,34.4014,251,"HDSC","148793"
"93-0030","OJAI VALLEY",-119.2276,34.4533,274,"HDSC","148794"
"93-0036","PIRU CITRUS",-118.7950,34.4100,213,"HDSC","148796"
"93-0039","FILLMORE-RAN",-118.9543,34.3743,110,"HDSC","148797"
"93-0059","OJAI-THACHER",-119.1800,34.4653,439,"HDSC","148799"
"93-0064","UPPER OJAI-H",-119.1899,34.4372,390,"HDSC","148800"
"93-0065","UPPER OJAI S",-119.1342,34.4364,475,"HDSC","148801"
"93-0066","VENTURA-DOWN",-119.3009,34.2808,12,"HDSC","148802"
"93-0085","CANADA LARGA",-119.2281,34.3814,232,"HDSC","148803"
"93-0094","FILLMORE-LEA",-118.8400,34.3917,183,"HDSC","148804"
"93-0096","BARDSDALE-YO",-118.9450,34.3636,122,"HDSC","148805"
"93-0121","LAKE SHERWOO",-118.8442,34.1483,274,"HDSC","148807"
"93-0122","VENTURA-KING",-119.2950,34.3433,66,"HDSC","148808"
"93-0128","THOUSAND OAK",-118.8440,34.1711,265,"HDSC","148809"
"93-0134","MATILIJA DAM",-119.3057,34.4838,311,"HDSC","148810"
"93-0140","OAK VIEW-COU",-119.3002,34.3951,158,"HDSC","148811"
"93-0152","PIEDRA BLANC",-119.1661,34.5605,934,"HDSC","148813"
"93-0163","SULPHUR MOUN",-119.1701,34.4117,783,"HDSC","148814"
"93-0167","VENTURA-HALL",-119.2584,34.2810,55,"HDSC","148815"
"93-0168","OXNARD AIRPO",-119.2070,34.2016,10,"HDSC","148816"
"93-0171","FILLMORE-FIS",-118.8840,34.3935,142,"HDSC","148817"
"93-0172","PIRU CANYON",-118.7576,34.5133,341,"HDSC","148818"
"93-0173","SANTA PAULA",-119.0903,34.4281,299,"HDSC","148819"
"93-0175","SATICOY FIRE",-119.1550,34.2856,56,"HDSC","148821"
"93-0177","CAMARILLO-PA",-119.0778,34.1572,6,"HDSC","148822"
"93-0188","NEWBURY PARK",-118.9487,34.1853,203,"HDSC","148824"
"93-0190","SOMIS-BARD",-119.0078,34.2828,140,"HDSC","148826"
"93-0191","MOORPARK-DOW",-118.8959,34.3261,317,"HDSC","148827"
"93-0192","MOORPARK-EVE",-118.8478,34.2564,194,"HDSC","148828"
"93-0193","SANTA SUSANA",-118.7067,34.2708,294,"HDSC","148829"
"93-0196","TAPO CANYON",-118.6992,34.3283,463,"HDSC","148830"
"93-0206","SOMIS-BALCOM",-118.9717,34.3136,244,"HDSC","148831"
"93-0207","MATILIJA CAN",-119.3543,34.5033,469,"HDSC","148832"
"93-0209","LOCKWOOD VAL",-119.1032,34.7326,1570,"HDSC","148833"
"93-0216","VENTURA-OLD",-119.2422,34.2433,11,"HDSC","148834"
"93-0218","MEINERS OAKS",-119.2843,34.4446,223,"HDSC","148835"
"93-0221","SEA CLIFF",-119.4188,34.3464,15,"HDSC","148837"
"93-0223","POINT MUGU-U",-119.1203,34.1128,2,"HDSC","148838"
"93-0224","SESPE-WESTAT",-118.8823,34.4792,853,"HDSC","148839"
"93-0225","WHEELER CANY",-119.1450,34.3908,274,"HDSC","148840"
"93-0227","LAKE BARD",-118.8290,34.2422,308,"HDSC","148841"
"93-0230","VENTURA-SEXT",-119.2272,34.3147,268,"HDSC","148842"
"93-0231","EL RIO-COUNT",-119.1771,34.2411,24,"HDSC","148843"
"93-0232","SANTA MONICA",-118.9681,34.0875,450,"HDSC","148844"
"93-0234","LAS LLAJAS C",-118.6903,34.3021,366,"HDSC","148845"
"93-0238","SOUTH MOUNTA",-119.0087,34.3314,683,"HDSC","148846"
"93-0242","TRIPAS CANYO",-118.7648,34.3675,762,"HDSC","148847"
"93-0244","CUDDY VALLEY",-119.0594,34.8400,1676,"HDSC","148848"
"93-0245","SANTA PAULA-",-119.0767,34.3450,79,"HDSC","148849"
"93-0249","SIMI HILLS-R",-118.6759,34.2353,582,"HDSC","148850"
"94-0063","FOUR TREES F",-121.3063,39.8277,1570,"HDSC","148852"
"94-0064","FRENCHMAN DA",-120.1830,39.8997,1682,"HDSC","148853"
"94-0067","KETTLE ROCK",-120.7100,40.1320,2225,"HDSC","148855"
"94-0074","RATTLESNAKE",-121.0500,40.1170,1859,"HDSC","148856"
"94-0130","TIGER CREEK",-120.4930,38.4500,719,"HDSC","148857"
"95-0013","ATLAS PEAK",-122.2500,38.4330,506,"HDSC","148860"
"95-0172","HONEYDEW",-124.1322,40.2375,113,"HDSC","148864"
"95-0325","SAN DIMAS DA",-117.7710,34.1530,411,"HDSC","148866"
"96-0110","CALERO",-121.7569,37.1697,168,"HDSC","148867"
"96-0247","ALAMITOS",-121.8692,37.2383,56,"HDSC","148868"
"96-0251","PEABODY RANC",-121.5094,37.0456,144,"HDSC","148869"
"96-0317","LOS GATOS CK",-121.9881,37.2017,203,"HDSC","148870"
"96-0513","SANTA FELICA",-118.7492,34.4644,329,"HDSC","148872"
"96-0611","UVAS CK - UV",-121.6875,37.0656,152,"HDSC","148873"
"97-0002","ESCONDIDO CA",-118.7736,34.0486,320,"HDSC","148875"
"97-0012","CALABASAS",-118.6372,34.1567,282,"HDSC","148876"
"97-0022","SEPULVEDA AN",-118.4678,34.2311,252,"HDSC","148879"
"97-0028","UPPER FRAKLI",-118.4097,34.1194,264,"HDSC","148881"
"97-0032","NORTH HOLLYW",-118.3536,34.1461,168,"HDSC","148882"
"97-0055","CHATSWORTH R",-118.6217,34.2289,274,"HDSC","148885"
"97-0064","NORTHRIDGE-L",-118.5411,34.2311,247,"HDSC","148886"
"97-0080","ORCUTT RANCH",-118.5706,34.3244,869,"HDSC","148887"
"97-0086","PACOIMA DAM",-118.3994,34.3300,457,"HDSC","148889"
"97-0090","SUNSET DEBRI",-118.2847,34.2050,491,"HDSC","148890"
"97-0093","REDONDO BEAC",-118.3889,33.8453,21,"HDSC","148891"
"97-0099","POINT VICENT",-118.4106,33.7417,38,"HDSC","148893"
"97-0112","CLEAR CREEK",-118.1700,34.2772,960,"HDSC","148896"
"97-0133","CAMP HI HILL",-118.0947,34.2550,1295,"HDSC","148902"
"97-0139","SANTA ANITA",-118.0200,34.1842,427,"HDSC","148904"
"97-0155","SAWPIT DAM",-117.9853,34.1750,419,"HDSC","148906"
"97-0162","GLENDORA-ENG",-117.8492,34.1561,355,"HDSC","148907"
"97-0168","COLDBROOK RA",-117.8406,34.2906,1000,"HDSC","148909"
"97-0233","EL MONTE FIR",-118.0417,34.0750,84,"HDSC","148916"
"97-0237","WEST ARCADIA",-118.0728,34.1283,167,"HDSC","148917"
"97-0239","ALHAMBRA",-118.1281,34.0944,162,"HDSC","148918"
"97-0240","SOUTH PASADE",-118.1514,34.1161,210,"HDSC","148919"
"97-0246","INGLEWOOD CO",-118.3536,33.9647,27,"HDSC","148920"
"97-0259","SAWTELLE-SOL",-118.4556,34.0558,105,"HDSC","148921"
"97-0272","VENICE-FIRE",-118.4608,33.9922,17,"HDSC","148924"
"97-0275","DRY CANYON R",-118.5256,34.4819,461,"HDSC","148925"
"97-0277","ELIZABETH LA",-118.5611,34.6078,632,"HDSC","148926"
"97-0281","NORWALK",-118.0667,33.8978,26,"HDSC","148927"
"97-0297","LA MLRADA-ST",-118.0156,33.8869,26,"HDSC","148928"
"97-0305","TANBARK FLAT",-117.7611,34.2056,838,"HDSC","148929"
"97-0330","LA VERNE-FIR",-117.7722,34.1017,320,"HDSC","148930"
"97-0331","SAUGUS-S. C.",-118.5739,34.4225,334,"HDSC","148931"
"97-0343","BRAND PARK",-118.2722,34.1883,383,"HDSC","148934"
"97-0363","SAN GABRIEL-",-118.1089,34.1050,144,"HDSC","148941"
"97-0373","HENNIGER FLA",-118.0881,34.1939,777,"HDSC","148942"
"97-0375","STONE CANYON",-118.4536,34.1058,264,"HDSC","148943"
"97-0376","HOLLYWOOD DA",-118.3319,34.1178,229,"HDSC","148944"
"97-0397","CASTAIC DAM",-118.6147,34.4981,351,"HDSC","148948"
"97-0512","BRIGGS TERRA",-118.2242,34.2381,671,"HDSC","148972"
"97-0517","LAKE SHERWOO",-118.8753,34.1406,293,"HDSC","148973"
"97-0518","SAN GABRIEL-",-117.8050,34.2358,488,"HDSC","148974"
"97-0532","MORRIS DAM",-117.8786,34.1814,369,"HDSC","148977"
"97-0537","HIGHLAND PAR",-118.1775,34.1183,189,"HDSC","148978"
"97-0540","OLIVE VIEW S",-118.4486,34.3247,434,"HDSC","148979"
"97-0545","CEDAR SPRING",-117.8761,34.3558,2067,"HDSC","148981"
"97-0549","SOLEDAD CANY",-118.2925,34.4397,655,"HDSC","148982"
"97-0551","WEST AZUSA",-117.9156,34.1147,154,"HDSC","148983"
"97-0553","PYRAMID RESE",-118.7797,34.6761,764,"HDSC","148984"
"97-0571","ANGELES FORE",-118.0906,34.4158,1195,"HDSC","148987"
"97-0576","AGOURA",-118.7522,34.1356,244,"HDSC","148989"
"97-0580","MONTE NIDO",-118.6931,34.0781,183,"HDSC","148991"
"97-0584","HANSEN DAM",-118.3997,34.2689,338,"HDSC","148992"
"97-0592","MESCAL CREEK",-117.7472,34.4681,1088,"HDSC","148994"
"97-0594","LATIGO CANYO",-118.8144,34.0931,518,"HDSC","148995"
"97-0601","CARBON CANYO",-118.6489,34.0383,15,"HDSC","148996"
"97-0613","LANCASTER-ST",-118.1339,34.6825,730,"HDSC","148997"
"97-0615","LOS ANGELES-",-118.4017,34.0483,56,"HDSC","148998"
"97-0618","SEPULVEDA DA",-118.4697,34.1683,208,"HDSC","148999"
"97-0619","TEMPLE CITY",-118.0569,34.1086,123,"HDSC","149000"
"97-0620","LOS ANGELES-",-118.2875,34.0206,63,"HDSC","149001"
"97-0622","KAGEL CANYON",-118.3750,34.2958,442,"HDSC","149002"
"97-0627","CLAREMONT-SL",-117.7319,34.1264,411,"HDSC","149003"
"97-0632","LLANO",-117.8339,34.4869,1033,"HDSC","149004"
"97-0641","NEENACH-ERST",-118.5986,34.7744,933,"HDSC","149005"
"97-0646","PASADENA-CHL",-118.1636,34.2011,354,"HDSC","149006"
"97-0648","PASADENA FIR",-118.1347,34.1208,237,"HDSC","149007"
"97-0651","SANTA MONICA",-118.4908,34.0119,29,"HDSC","149008"
"97-0663","EAGLE ROCK -",-118.1825,34.1506,331,"HDSC","149009"
"97-0680","SUNSET RIDGE",-118.2673,34.3180,643,"HDSC","149010"
"97-0696","TUJUNGA CANY",-118.2256,34.2867,564,"HDSC","149012"
"97-0703","LOS ANGELES-",-118.2369,34.0525,93,"HDSC","149013"
"97-0712","BELLEVIEW",-118.2319,34.6231,878,"HDSC","149014"
"97-0720","ANGELES CRES",-118.1856,34.2347,701,"HDSC","149015"
"97-0723","PACOIMA CANY",-118.3069,34.3617,968,"HDSC","149016"
"97-0728","LOS ANGELES",-118.3847,33.9432,38,"HDSC","149017"
"97-0745","SANDBERG-AIR",-118.7247,34.7464,1377,"HDSC","149019"
"97-0749","PALMDALE-F.A",-118.0833,34.6222,771,"HDSC","149020"
"97-0757","GRIFFITH PAR",-118.3056,34.1200,229,"HDSC","149021"
"97-0761","NICHOLS DEBR",-118.3564,34.1028,134,"HDSC","149022"
"97-0765","UPPER STONE",-118.4542,34.1242,287,"HDSC","149023"
"97-0772","MANDEVILLE C",-118.5028,34.1067,354,"HDSC","149024"
"97-0796","LOWER FRANKL",-118.4111,34.0953,178,"HDSC","149025"
"97-0797","PASADENA-JOU",-118.0872,34.1478,262,"HDSC","149026"
"97-0799","DE SOTO RESE",-118.5867,34.2714,344,"HDSC","149027"
"97-0802","MAGIC MOUNTA",-118.3242,34.3883,1439,"HDSC","149028"
"97-0816","ASCOT RESERV",-118.1872,34.0794,189,"HDSC","149030"
"97-0823","MINT CANYON",-118.3611,34.5097,701,"HDSC","149031"
"97-0824","SAN PEDRO-CI",-118.2964,33.7436,46,"HDSC","149032"
"97-0828","LA FRESA - S",-118.3319,33.8686,20,"HDSC","149033"
"97-0834","PALOS VERDES",-118.3531,33.7569,388,"HDSC","149035"
"97-0838","CASTAIC JUNC",-118.6119,34.4383,306,"HDSC","149037"
"97-0852","LITTLE ROCK",-118.0233,34.4781,1000,"HDSC","149038"
"97-0865","MALIBU BEACH",-118.7117,34.0333,49,"HDSC","149039"
"97-0871","TUJUNGA-MILL",-118.0803,34.3894,1521,"HDSC","149040"
"97-0880","ARCADIA-ARBO",-118.0497,34.1467,172,"HDSC","149041"
"97-0885","POTRERO CANY",-118.6383,34.3972,351,"HDSC","149042"
"97-0917","LITTLE ROCK-",-117.9703,34.4172,1219,"HDSC","149046"
"97-0919","BUCKHORN FLA",-117.9189,34.3456,2060,"HDSC","149047"
"97-0920","SOLEDAD PASS",-118.0911,34.4931,1073,"HDSC","149048"
"97-0925","MAHATTAN BEA",-118.3886,33.8833,55,"HDSC","149050"
"97-0927","DESCANSO GAR",-118.2128,34.2019,404,"HDSC","149051"
"97-0932","LITTLE GLEAS",-118.1492,34.3786,1707,"HDSC","149052"
"97-0941","MONROVIA-FIV",-117.9936,34.1661,293,"HDSC","149053"
"97-0950","GREEN-VERDUG",-118.3364,34.2569,408,"HDSC","149054"
"97-0952","LA HABRA HEI",-117.9642,33.9486,136,"HDSC","149055"
"97-0960","LOS ALAMITOS",-118.0764,33.8097,8,"HDSC","149056"
"97-0965","ORAGE COUNTY",-117.8828,33.9353,201,"HDSC","149057"
"97-0993","WHITTIER NAR",-118.0839,34.0247,73,"HDSC","149062"
"97-0994","SAN ANTONIO",-117.6722,34.1567,646,"HDSC","149063"
"97-1007","WRIGHTWOOD F",-117.6325,34.3594,1817,"HDSC","149064"
"97-1009","NICHOLAS CAN",-118.9158,34.0478,104,"HDSC","149065"
"97-1010","OAK FLAT GUA",-118.7208,34.5989,853,"HDSC","149066"
"97-1056","BEAR DIVIDE",-118.3936,34.3597,823,"HDSC","149067"
"97-1072","LOS ANGELES",-118.4214,34.0694,116,"HDSC","149068"
"97-1192","LONG BEACH-A",-118.1967,33.7669,67,"HDSC","149080"
"97-1199","GRIFFITH PAR",-118.2844,34.1217,259,"HDSC","149081"
"97-1209","PUENTE HILLS",-117.9239,33.9522,197,"HDSC","149082"
"97-1283","LA HABRA - C",-117.9450,33.9283,91,"HDSC","149089"
"97-1286","LONG BEACH #",-118.1433,33.7794,5,"HDSC","149090"
"97-1306","SAN ANTONIO",-117.6739,34.2081,948,"HDSC","149091"
"99-1010","HONEYDEW 3S",-124.1019,40.2007,488,"HDSC","149092"
"CA-SH-51","REDDING 3.8",-122.3692,40.5181,135,"COCORAHS","149133"
"05J28S","BLACK MOUNTA",-105.6639,40.8881,2719,"SNOTEL","149153"
"06N15S","SAN ANTONIO",-106.2250,36.8622,2774,"SNOTEL","149154"
"07M36S","WEMINUCHE CR",-107.3214,37.5197,3274,"SNOTEL","149155"
"10J17S","BEAR RIVER R",-110.8275,40.8858,2591,"SNOTEL","149156"
"10J21S","EF BLACKS FO",-110.5400,40.8844,2837,"SNOTEL","149157"
"10J22S","BLACKS FORK",-110.5825,40.9583,2704,"SNOTEL","149158"
"12M14S","BRIAN HEAD",-112.8567,37.6803,3039,"SNOTEL","149159"
"15K04S","VACARRO SPRI",-115.9833,39.4494,2396,"SNOTEL","149160"
"18A26S","GOLD AXE CAM",-118.9864,48.9517,1634,"SNOTEL","149161"
"CA-BT-8","CHICO 1.7 SW",-121.8320,39.7385,64,"COCORAHS","149219"
"ACME","ACME",-98.0233,34.8083,397,"OKMESONET","149229"
"ADAX","ADA",-96.6691,34.7985,295,"OKMESONET","149230"
"ALV2","ALVA",-98.7097,36.7082,439,"OKMESONET","149232"
"ANT2","ANTLERS",-95.6684,34.2497,172,"OKMESONET","149234"
"APAC","APACHE",-98.2922,34.9142,440,"OKMESONET","149236"
"ARD2","ARDMORE",-97.0857,34.1926,266,"OKMESONET","149237"
"ARNE","ARNETT",-99.9031,36.0720,719,"OKMESONET","149239"
"BEAV","BEAVER",-100.5301,36.8025,758,"OKMESONET","149241"
"BESS","BESSIE",-99.0585,35.4019,511,"OKMESONET","149243"
"BIXB","BIXBY",-95.8662,35.9631,184,"OKMESONET","149244"
"BLAC","BLACKWELL",-97.2545,36.7544,304,"OKMESONET","149245"
"BOIS","BOISE CITY",-102.4971,36.6926,1267,"OKMESONET","149246"
"BOWL","BOWLEGS",-96.6312,35.1716,281,"OKMESONET","149247"
"BREC","BRECKINRIDGE",-97.6939,36.4120,352,"OKMESONET","149248"
"BRIS","BRISTOW",-96.3540,35.7805,239,"OKMESONET","149249"
"BROK","BROKEN BOW",-94.6244,34.0433,113,"OKMESONET","149250"
"BUFF","BUFFALO",-99.6410,36.8313,559,"OKMESONET","149251"
"BURB","BURBANK",-96.8105,36.6346,301,"OKMESONET","149252"
"BURN","BURNEYVILLE",-97.2692,33.8938,228,"OKMESONET","149253"
"BUTL","BUTLER",-99.2706,35.5915,520,"OKMESONET","149254"
"BYAR","BYARS",-97.0033,34.8497,345,"OKMESONET","149255"
"CAMA","CAMARGO",-99.3465,36.0287,589,"OKMESONET","149257"
"CENT","CENTRAHOMA",-96.3331,34.6090,208,"OKMESONET","149260"
"CHAN","CHANDLER",-96.8041,35.6528,291,"OKMESONET","149261"
